Word,Word_Start_Time,Word_End_Time,Phoneme,Phoneme_Position,Phoneme_Start_Time,Phoneme_End_Time
where,918.17,918.18,R,1,918.17,918.18
are,918.18,918.19,AA,1,918.18,918.19
[SIL],918.19,918.61,[SIL],1,918.19,918.61
are,918.61,918.72,R,1,918.61,918.72
we,918.72,918.74,W,1,918.72,918.73
we,918.72,918.74,IY,2,918.73,918.74
going,918.74,918.78,G,1,918.74,918.75
going,918.74,918.78,OW,2,918.75,918.76
going,918.74,918.78,IH,3,918.76,918.77
going,918.74,918.78,NG,4,918.77,918.78
today,918.78,918.82,T,1,918.78,918.79
today,918.78,918.82,AH,2,918.79,918.8
today,918.78,918.82,D,3,918.8,918.81
today,918.78,918.82,EY,4,918.81,918.82
the,918.82,918.84,DH,1,918.82,918.83
the,918.82,918.84,AH,2,918.83,918.84
camper,918.84,918.89,K,1,918.84,918.85
camper,918.84,918.89,AE,2,918.85,918.86
camper,918.84,918.89,M,3,918.86,918.87
camper,918.84,918.89,P,4,918.87,918.88
camper,918.84,918.89,ER,5,918.88,918.89
van,918.89,918.92,V,1,918.89,918.9
van,918.89,918.92,AE,2,918.9,918.91
van,918.89,918.92,N,3,918.91,918.92
is,918.92,918.94,IH,1,918.92,918.93
is,918.92,918.94,Z,2,918.93,918.94
talking,918.94,918.99,T,1,918.94,918.95
talking,918.94,918.99,AO,2,918.95,918.96
talking,918.94,918.99,K,3,918.96,918.97
talking,918.94,918.99,IH,4,918.97,918.98
talking,918.94,918.99,NG,5,918.98,918.99
clever,918.99,919.13,K,1,918.99,919.0
clever,918.99,919.13,L,2,919.0,919.01
clever,918.99,919.13,EH,3,919.01,919.02
clever,918.99,919.13,V,4,919.02,919.03
clever,918.99,919.13,ER,5,919.03,919.13
isn't,919.13,919.4,IH,1,919.13,919.18
isn't,919.13,919.4,Z,2,919.18,919.25
isn't,919.13,919.4,AH,3,919.25,919.34
isn't,919.13,919.4,N,4,919.34,919.35
isn't,919.13,919.4,T,5,919.35,919.4
it,919.4,919.67,IH,1,919.4,919.51
it,919.4,919.67,T,2,919.51,919.67
[SIL],919.67,920.17,[SIL],1,919.67,920.17
the,920.17,920.27,DH,1,920.17,920.21
the,920.17,920.27,AH,2,920.21,920.27
computer,920.27,920.43,K,1,920.27,920.33
computer,920.27,920.43,AH,2,920.33,920.43
[SIL],920.43,920.51,[SIL],1,920.43,920.51
computer,920.51,920.85,M,1,920.51,920.52
computer,920.51,920.85,P,2,920.52,920.56
computer,920.51,920.85,Y,3,920.56,920.62
computer,920.51,920.85,UW,4,920.62,920.7
computer,920.51,920.85,T,5,920.7,920.78
computer,920.51,920.85,ER,6,920.78,920.85
voice,920.85,920.86,V,1,920.85,920.86
[SIL],920.86,920.92,[SIL],1,920.86,920.92
voice,920.92,921.26,V,1,920.92,920.96
voice,920.92,921.26,OY,2,920.96,921.16
voice,920.92,921.26,S,3,921.16,921.26
helps,921.26,921.58,HH,1,921.26,921.35
helps,921.26,921.58,EH,2,921.35,921.38
helps,921.26,921.58,L,3,921.38,921.5
helps,921.26,921.58,P,4,921.5,921.51
helps,921.26,921.58,S,5,921.51,921.58
you,921.58,921.71,Y,1,921.58,921.61
you,921.58,921.71,UW,2,921.61,921.71
find,921.71,922.2,F,1,921.71,921.92
find,921.71,922.2,AY,2,921.92,922.07
find,921.71,922.2,N,3,922.07,922.14
find,921.71,922.2,D,4,922.14,922.2
your,922.2,922.39,Y,1,922.2,922.24
your,922.2,922.39,AO,2,922.24,922.34
your,922.2,922.39,R,3,922.34,922.39
way,922.39,922.93,W,1,922.39,922.54
way,922.39,922.93,EY,2,922.54,922.93
[SIL],922.93,924.65,[SIL],1,922.93,924.65
but,924.65,924.68,B,1,924.65,924.66
but,924.65,924.68,AH,2,924.66,924.68
[SIL],924.68,925.03,[SIL],1,924.68,925.03
but,925.03,925.04,T,1,925.03,925.04
[SIL],925.04,925.5,[SIL],1,925.04,925.5
how,925.5,925.52,HH,1,925.5,925.51
how,925.5,925.52,AW,2,925.51,925.52
does,925.52,925.64,D,1,925.52,925.53
does,925.52,925.64,AH,2,925.53,925.63
does,925.52,925.64,Z,3,925.63,925.64
it,925.64,925.66,IH,1,925.64,925.65
it,925.64,925.66,T,2,925.65,925.66
know,925.66,925.77,N,1,925.66,925.77
[SIL],925.77,925.86,[SIL],1,925.77,925.86
know,925.86,925.87,OW,1,925.86,925.87
where,925.87,925.89,W,1,925.87,925.88
where,925.87,925.89,EH,2,925.88,925.89
[SIL],925.89,926.06,[SIL],1,925.89,926.06
where,926.06,926.07,R,1,926.06,926.07
[SIL],926.07,926.37,[SIL],1,926.07,926.37
we,926.37,926.39,W,1,926.37,926.38
we,926.37,926.39,IY,2,926.38,926.39
want,926.39,926.44,W,1,926.39,926.4
want,926.39,926.44,AA,2,926.4,926.41
want,926.39,926.44,N,3,926.41,926.42
want,926.39,926.44,T,4,926.42,926.44
to,926.44,926.45,UW,1,926.44,926.45
[SIL],926.45,926.87,[SIL],1,926.45,926.87
go,926.87,926.89,G,1,926.87,926.88
go,926.87,926.89,OW,2,926.88,926.89
you,926.89,927.18,Y,1,926.89,927.03
you,926.89,927.18,UW,2,927.03,927.18
tell,927.18,927.2,T,1,927.18,927.2
[SIL],927.2,927.29,[SIL],1,927.2,927.29
tell,927.29,927.55,T,1,927.29,927.37
tell,927.29,927.55,EH,2,927.37,927.48
tell,927.29,927.55,L,3,927.48,927.55
it,927.55,927.63,IH,1,927.55,927.62
it,927.55,927.63,T,2,927.62,927.63
uh,927.63,927.64,AH,1,927.63,927.64
hello,927.64,927.68,HH,1,927.64,927.65
hello,927.64,927.68,AH,2,927.65,927.66
hello,927.64,927.68,L,3,927.66,927.67
hello,927.64,927.68,OW,4,927.67,927.68
mrs,927.68,927.69,M,1,927.68,927.69
[SIL],927.69,929.44,[SIL],1,927.69,929.44
mrs,929.44,929.45,IH,1,929.44,929.45
[SIL],929.45,930.13,[SIL],1,929.45,930.13
mrs,930.13,930.16,S,1,930.13,930.15
mrs,930.13,930.16,IH,2,930.15,930.16
[SIL],930.16,931.1,[SIL],1,930.16,931.1
mrs,931.1,931.11,Z,1,931.1,931.11
camper,931.11,931.19,K,1,931.11,931.12
camper,931.11,931.19,AE,2,931.12,931.18
camper,931.11,931.19,M,3,931.18,931.19
[SIL],931.19,931.27,[SIL],1,931.19,931.27
camper,931.27,931.29,P,1,931.27,931.28
camper,931.27,931.29,ER,2,931.28,931.29
van,931.29,931.32,V,1,931.29,931.3
van,931.29,931.32,AE,2,931.3,931.32
[SIL],931.32,931.38,[SIL],1,931.32,931.38
van,931.38,931.45,AE,1,931.38,931.45
[SIL],931.45,931.51,[SIL],1,931.45,931.51
van,931.51,931.52,N,1,931.51,931.52
[SIL],931.52,932.02,[SIL],1,931.52,932.02
hello,932.02,932.03,HH,1,932.02,932.03
[SIL],932.03,932.47,[SIL],1,932.03,932.47
hello,932.47,932.49,AH,1,932.47,932.49
[SIL],932.49,932.75,[SIL],1,932.49,932.75
hello,932.75,932.78,L,1,932.75,932.76
hello,932.75,932.78,OW,2,932.76,932.78
we're,932.78,932.81,W,1,932.78,932.79
we're,932.78,932.81,IY,2,932.79,932.8
we're,932.78,932.81,R,3,932.8,932.81
going,932.81,932.86,G,1,932.81,932.82
going,932.81,932.86,OW,2,932.82,932.84
going,932.81,932.86,IH,3,932.84,932.85
going,932.81,932.86,NG,4,932.85,932.86
[SIL],932.86,934.09,[SIL],1,932.86,934.09
on,934.09,934.1,AA,1,934.09,934.1
[SIL],934.1,934.77,[SIL],1,934.1,934.77
on,934.77,934.78,N,1,934.77,934.78
holiday,934.78,934.81,HH,1,934.78,934.79
holiday,934.78,934.81,AA,2,934.79,934.8
holiday,934.78,934.81,L,3,934.8,934.81
[SIL],934.81,936.54,[SIL],1,934.81,936.54
holiday,936.54,936.57,AH,1,936.54,936.55
holiday,936.54,936.57,D,2,936.55,936.56
holiday,936.54,936.57,EY,3,936.56,936.57
can,936.57,936.6,K,1,936.57,936.58
can,936.57,936.6,AE,2,936.58,936.59
can,936.57,936.6,N,3,936.59,936.6
you,936.6,936.62,Y,1,936.6,936.61
you,936.6,936.62,UW,2,936.61,936.62
[SIL],936.62,937.18,[SIL],1,936.62,937.18
tell,937.18,937.21,T,1,937.18,937.19
tell,937.18,937.21,EH,2,937.19,937.2
tell,937.18,937.21,L,3,937.2,937.21
us,937.21,937.22,AH,1,937.21,937.22
[SIL],937.22,937.54,[SIL],1,937.22,937.54
us,937.54,937.56,S,1,937.54,937.56
the,937.56,937.58,DH,1,937.56,937.57
the,937.56,937.58,AH,2,937.57,937.58
way,937.58,937.84,W,1,937.58,937.59
way,937.58,937.84,EY,2,937.59,937.84
proceed,937.84,937.95,P,1,937.84,937.85
proceed,937.84,937.95,R,2,937.85,937.86
proceed,937.84,937.95,AH,3,937.86,937.87
proceed,937.84,937.95,S,4,937.87,937.88
proceed,937.84,937.95,IY,5,937.88,937.89
proceed,937.84,937.95,D,6,937.89,937.95
[SIL],937.95,938.09,[SIL],1,937.95,938.09
on,938.09,938.27,AA,1,938.09,938.19
on,938.09,938.27,N,2,938.19,938.27
the,938.27,938.35,DH,1,938.27,938.28
the,938.27,938.35,AH,2,938.28,938.35
current,938.35,938.74,K,1,938.35,938.49
current,938.35,938.74,ER,2,938.49,938.63
current,938.35,938.74,AH,3,938.63,938.65
current,938.35,938.74,N,4,938.65,938.7
current,938.35,938.74,T,5,938.7,938.74
[SIL],938.74,938.82,[SIL],1,938.74,938.82
road,938.82,939.23,R,1,938.82,938.94
road,938.82,939.23,OW,2,938.94,939.12
road,938.82,939.23,D,3,939.12,939.23
[SIL],939.23,940.5,[SIL],1,939.23,940.5
in,940.5,940.52,IH,1,940.5,940.51
in,940.5,940.52,N,2,940.51,940.52
a,940.52,940.53,AH,1,940.52,940.53
straight,940.53,940.58,S,1,940.53,940.54
straight,940.53,940.58,T,2,940.54,940.55
straight,940.53,940.58,R,3,940.55,940.56
straight,940.53,940.58,EY,4,940.56,940.57
straight,940.53,940.58,T,5,940.57,940.58
line,940.58,940.85,L,1,940.58,940.59
line,940.58,940.85,AY,2,940.59,940.85
[SIL],940.85,941.29,[SIL],1,940.85,941.29
line,941.29,941.3,N,1,941.29,941.3
[SIL],941.3,941.68,[SIL],1,941.3,941.68
thanks,941.68,941.75,TH,1,941.68,941.69
thanks,941.68,941.75,AE,2,941.69,941.75
[SIL],941.75,942.16,[SIL],1,941.75,942.16
thanks,942.16,942.36,AE,1,942.16,942.36
[SIL],942.36,942.45,[SIL],1,942.36,942.45
thanks,942.45,942.65,AE,1,942.45,942.65
[SIL],942.65,942.74,[SIL],1,942.65,942.74
thanks,942.74,942.92,AE,1,942.74,942.89
thanks,942.74,942.92,NG,2,942.89,942.9
thanks,942.74,942.92,K,3,942.9,942.91
thanks,942.74,942.92,S,4,942.91,942.92
for,942.92,942.95,F,1,942.92,942.93
for,942.92,942.95,AO,2,942.93,942.94
for,942.92,942.95,R,3,942.94,942.95
your,942.95,943.0,Y,1,942.95,942.96
your,942.95,943.0,AO,2,942.96,942.99
your,942.95,943.0,R,3,942.99,943.0
help,943.0,943.01,HH,1,943.0,943.01
[SIL],943.01,943.16,[SIL],1,943.01,943.16
help,943.16,943.24,EH,1,943.16,943.17
help,943.16,943.24,L,2,943.17,943.24
[SIL],943.24,943.58,[SIL],1,943.24,943.58
help,943.58,943.69,L,1,943.58,943.69
[SIL],943.69,943.74,[SIL],1,943.69,943.74
help,943.74,943.83,L,1,943.74,943.82
help,943.74,943.83,P,2,943.82,943.83
granddad,943.83,944.21,G,1,943.83,943.84
granddad,943.83,944.21,R,2,943.84,943.89
granddad,943.83,944.21,AE,3,943.89,944.0
granddad,943.83,944.21,N,4,944.0,944.01
granddad,943.83,944.21,D,5,944.01,944.09
granddad,943.83,944.21,AE,6,944.09,944.19
granddad,943.83,944.21,D,7,944.19,944.21
dog,944.21,944.23,AO,1,944.21,944.22
dog,944.21,944.23,G,2,944.22,944.23
you're,944.23,944.26,Y,1,944.23,944.24
you're,944.23,944.26,UH,2,944.24,944.25
you're,944.23,944.26,R,3,944.25,944.26
welcome,944.26,944.27,W,1,944.26,944.27
[SIL],944.27,944.48,[SIL],1,944.27,944.48
welcome,944.48,944.54,EH,1,944.48,944.49
welcome,944.48,944.54,L,2,944.49,944.54
[SIL],944.54,944.58,[SIL],1,944.54,944.58
welcome,944.58,944.76,L,1,944.58,944.73
welcome,944.58,944.76,K,2,944.73,944.74
welcome,944.58,944.76,AH,3,944.74,944.75
welcome,944.58,944.76,M,4,944.75,944.76
[SIL],944.76,944.85,[SIL],1,944.76,944.85
have,944.85,944.91,HH,1,944.85,944.86
have,944.85,944.91,AE,2,944.86,944.91
[SIL],944.91,945.0,[SIL],1,944.91,945.0
have,945.0,945.01,V,1,945.0,945.01
a,945.01,945.07,AH,1,945.01,945.07
lovely,945.07,945.28,L,1,945.07,945.22
lovely,945.07,945.28,AH,2,945.22,945.28
[SIL],945.28,945.36,[SIL],1,945.28,945.36
lovely,945.36,945.56,AH,1,945.36,945.53
lovely,945.36,945.56,V,2,945.53,945.54
lovely,945.36,945.56,L,3,945.54,945.55
lovely,945.36,945.56,IY,4,945.55,945.56
holiday,945.56,945.91,HH,1,945.56,945.57
holiday,945.56,945.91,AA,2,945.57,945.62
holiday,945.56,945.91,L,3,945.62,945.69
holiday,945.56,945.91,AH,4,945.69,945.76
holiday,945.56,945.91,D,5,945.76,945.84
holiday,945.56,945.91,EY,6,945.84,945.91
we're,945.91,945.94,W,1,945.91,945.92
we're,945.91,945.94,IY,2,945.92,945.93
we're,945.91,945.94,R,3,945.93,945.94
going,945.94,945.98,G,1,945.94,945.95
going,945.94,945.98,OW,2,945.95,945.96
going,945.94,945.98,IH,3,945.96,945.97
going,945.94,945.98,NG,4,945.97,945.98
on,945.98,946.0,AA,1,945.98,945.99
on,945.98,946.0,N,2,945.99,946.0
holiday,946.0,946.02,HH,1,946.0,946.01
holiday,946.0,946.02,AA,2,946.01,946.02
[SIL],946.02,946.06,[SIL],1,946.02,946.06
holiday,946.06,946.07,L,1,946.06,946.07
[SIL],946.07,946.12,[SIL],1,946.07,946.12
holiday,946.12,946.47,L,1,946.12,946.47
[SIL],946.47,946.53,[SIL],1,946.47,946.53
holiday,946.53,946.77,L,1,946.53,946.77
[SIL],946.77,947.07,[SIL],1,946.77,947.07
holiday,947.07,947.08,AH,1,947.07,947.08
[SIL],947.08,948.12,[SIL],1,947.08,948.12
holiday,948.12,948.14,AH,1,948.12,948.13
holiday,948.12,948.14,D,2,948.13,948.14
[SIL],948.14,949.06,[SIL],1,948.14,949.06
holiday,949.06,949.07,EY,1,949.06,949.07
in,949.07,949.08,IH,1,949.07,949.08
[SIL],949.08,949.13,[SIL],1,949.08,949.13
in,949.13,949.14,N,1,949.13,949.14
a,949.14,949.15,AH,1,949.14,949.15
camper,949.15,949.16,K,1,949.15,949.16
[SIL],949.16,949.26,[SIL],1,949.16,949.26
camper,949.26,949.31,AE,1,949.26,949.31
[SIL],949.31,949.49,[SIL],1,949.31,949.49
camper,949.49,949.53,AE,1,949.49,949.53
[SIL],949.53,950.02,[SIL],1,949.53,950.02
camper,950.02,950.42,AE,1,950.02,950.41
camper,950.02,950.42,M,2,950.41,950.42
[SIL],950.42,950.47,[SIL],1,950.42,950.47
camper,950.47,950.48,P,1,950.47,950.48
[SIL],950.48,950.53,[SIL],1,950.48,950.53
camper,950.53,950.54,ER,1,950.53,950.54
van,950.54,950.55,V,1,950.54,950.55
[SIL],950.55,950.59,[SIL],1,950.55,950.59
van,950.59,950.65,AE,1,950.59,950.6
van,950.59,950.65,N,2,950.6,950.65
[SIL],950.65,950.69,[SIL],1,950.65,950.69
van,950.69,950.78,N,1,950.69,950.78
danger,950.78,950.87,D,1,950.78,950.79
danger,950.78,950.87,EY,2,950.79,950.87
[SIL],950.87,950.92,[SIL],1,950.87,950.92
danger,950.92,950.93,EY,1,950.92,950.93
[SIL],950.93,951.0,[SIL],1,950.93,951.0
danger,951.0,951.02,EY,1,951.0,951.02
[SIL],951.02,951.2,[SIL],1,951.02,951.2
danger,951.2,951.26,EY,1,951.2,951.26
[SIL],951.26,951.55,[SIL],1,951.26,951.55
danger,951.55,951.58,EY,1,951.55,951.58
[SIL],951.58,953.29,[SIL],1,951.58,953.29
danger,953.29,953.39,EY,1,953.29,953.39
[SIL],953.39,953.45,[SIL],1,953.39,953.45
danger,953.45,953.53,EY,1,953.45,953.53
[SIL],953.53,953.67,[SIL],1,953.53,953.67
danger,953.67,953.87,N,1,953.67,953.68
danger,953.67,953.87,JH,2,953.68,953.69
danger,953.67,953.87,ER,3,953.69,953.87
[SIL],953.87,954.21,[SIL],1,953.87,954.21
danger,954.21,954.35,D,1,954.21,954.27
danger,954.21,954.35,EY,2,954.27,954.35
[SIL],954.35,954.39,[SIL],1,954.35,954.39
danger,954.39,954.49,EY,1,954.39,954.49
[SIL],954.49,954.63,[SIL],1,954.49,954.63
danger,954.63,954.81,N,1,954.63,954.64
danger,954.63,954.81,JH,2,954.64,954.65
danger,954.63,954.81,ER,3,954.65,954.81
[SIL],954.81,955.22,[SIL],1,954.81,955.22
danger,955.22,955.23,ER,1,955.22,955.23
oil,955.23,955.68,OY,1,955.23,955.39
oil,955.23,955.68,L,2,955.39,955.68
[SIL],955.68,955.91,[SIL],1,955.68,955.91
is,955.91,956.17,IH,1,955.91,956.07
is,955.91,956.17,Z,2,956.07,956.17
low,956.17,956.21,L,1,956.17,956.21
[SIL],956.21,956.25,[SIL],1,956.21,956.25
low,956.25,956.52,L,1,956.25,956.33
low,956.25,956.52,OW,2,956.33,956.52
what's,956.52,956.56,W,1,956.52,956.53
what's,956.52,956.56,AH,2,956.53,956.54
what's,956.52,956.56,T,3,956.54,956.55
what's,956.52,956.56,S,4,956.55,956.56
oil,956.56,956.74,OY,1,956.56,956.57
oil,956.56,956.74,L,2,956.57,956.74
[SIL],956.74,957.18,[SIL],1,956.74,957.18
oil,957.18,957.2,L,1,957.18,957.2
[SIL],957.2,958.72,[SIL],1,957.2,958.72
oil,958.72,958.98,L,1,958.72,958.76
oil,958.72,958.98,OY,2,958.76,958.87
oil,958.72,958.98,L,3,958.87,958.98
[SIL],958.98,959.06,[SIL],1,958.98,959.06
oil,959.06,959.32,L,1,959.06,959.32
[SIL],959.32,959.56,[SIL],1,959.32,959.56
helps,959.56,959.89,HH,1,959.56,959.59
helps,959.56,959.89,EH,2,959.59,959.67
helps,959.56,959.89,L,3,959.67,959.8
helps,959.56,959.89,P,4,959.8,959.82
helps,959.56,959.89,S,5,959.82,959.89
[SIL],959.89,959.95,[SIL],1,959.89,959.95
engines,959.95,960.44,EH,1,959.95,960.08
engines,959.95,960.44,N,2,960.08,960.17
engines,959.95,960.44,JH,3,960.17,960.23
engines,959.95,960.44,AH,4,960.23,960.27
engines,959.95,960.44,N,5,960.27,960.39
engines,959.95,960.44,Z,6,960.39,960.44
to,960.44,960.68,T,1,960.44,960.53
to,960.44,960.68,UW,2,960.53,960.68
run,960.68,961.07,R,1,960.68,960.8
run,960.68,961.07,AH,2,960.8,960.9
run,960.68,961.07,N,3,960.9,961.07
smoothly,961.07,961.6,S,1,961.07,961.26
smoothly,961.07,961.6,M,2,961.26,961.39
smoothly,961.07,961.6,UW,3,961.39,961.52
smoothly,961.07,961.6,DH,4,961.52,961.53
smoothly,961.07,961.6,L,5,961.53,961.6
[SIL],961.6,961.67,[SIL],1,961.6,961.67
smoothly,961.67,961.85,L,1,961.67,961.8
smoothly,961.67,961.85,IY,2,961.8,961.85
will,961.85,961.87,W,1,961.85,961.86
will,961.85,961.87,IH,2,961.86,961.87
[SIL],961.87,963.28,[SIL],1,961.87,963.28
will,963.28,963.4,L,1,963.28,963.4
[SIL],963.4,963.81,[SIL],1,963.4,963.81
will,963.81,963.82,L,1,963.81,963.82
[SIL],963.82,964.91,[SIL],1,963.82,964.91
will,964.91,965.1,L,1,964.91,965.1
the,965.1,965.24,DH,1,965.1,965.11
the,965.1,965.24,AH,2,965.11,965.24
oil,965.24,965.67,OY,1,965.24,965.25
oil,965.24,965.67,L,2,965.25,965.67
run,965.67,965.7,R,1,965.67,965.68
run,965.67,965.7,AH,2,965.68,965.69
run,965.67,965.7,N,3,965.69,965.7
out,965.7,965.72,AW,1,965.7,965.71
out,965.7,965.72,T,2,965.71,965.72
no,965.72,965.73,N,1,965.72,965.73
[SIL],965.73,966.05,[SIL],1,965.73,966.05
no,966.05,966.06,OW,1,966.05,966.06
these,966.06,966.31,DH,1,966.06,966.07
these,966.06,966.31,IY,2,966.07,966.23
these,966.06,966.31,Z,3,966.23,966.31
warnings,966.31,966.8,W,1,966.31,966.44
warnings,966.31,966.8,AO,2,966.44,966.53
warnings,966.31,966.8,R,3,966.53,966.62
warnings,966.31,966.8,N,4,966.62,966.73
warnings,966.31,966.8,IH,5,966.73,966.74
warnings,966.31,966.8,NG,6,966.74,966.75
warnings,966.31,966.8,Z,7,966.75,966.8
always,966.8,967.17,AO,1,966.8,966.83
always,966.8,967.17,L,2,966.83,967.09
always,966.8,967.17,W,3,967.09,967.1
always,966.8,967.17,EY,4,967.1,967.12
always,966.8,967.17,Z,5,967.12,967.17
give,967.17,967.18,G,1,967.17,967.18
[SIL],967.18,967.24,[SIL],1,967.18,967.24
give,967.24,967.26,IH,1,967.24,967.25
give,967.24,967.26,V,2,967.25,967.26
you,967.26,967.51,Y,1,967.26,967.29
you,967.26,967.51,UW,2,967.29,967.51
plenty,967.51,967.54,P,1,967.51,967.52
plenty,967.51,967.54,L,2,967.52,967.54
[SIL],967.54,967.78,[SIL],1,967.54,967.78
plenty,967.78,968.21,L,1,967.78,967.85
plenty,967.78,968.21,EH,2,967.85,967.89
plenty,967.78,968.21,N,3,967.89,967.99
plenty,967.78,968.21,T,4,967.99,968.1
plenty,967.78,968.21,IY,5,968.1,968.21
of,968.21,968.24,AH,1,968.21,968.24
[SIL],968.24,968.33,[SIL],1,968.24,968.33
of,968.33,968.57,AH,1,968.33,968.57
[SIL],968.57,968.62,[SIL],1,968.57,968.62
of,968.62,968.63,V,1,968.62,968.63
[SIL],968.63,969.28,[SIL],1,968.63,969.28
time,969.28,969.56,T,1,969.28,969.29
time,969.28,969.56,AY,2,969.29,969.55
time,969.28,969.56,M,3,969.55,969.56
oil,969.56,969.71,OY,1,969.56,969.57
oil,969.56,969.71,L,2,969.57,969.71
[SIL],969.71,970.1,[SIL],1,969.71,970.1
oil,970.1,970.11,L,1,970.1,970.11
is,970.11,970.24,IH,1,970.11,970.24
[SIL],970.24,970.28,[SIL],1,970.24,970.28
is,970.28,970.35,Z,1,970.28,970.35
[SIL],970.35,970.45,[SIL],1,970.35,970.45
gone,970.45,970.62,G,1,970.45,970.49
gone,970.45,970.62,AO,2,970.49,970.61
gone,970.45,970.62,N,3,970.61,970.62
oh,970.62,970.63,OW,1,970.62,970.63
dear,970.63,970.66,D,1,970.63,970.64
dear,970.63,970.66,IH,2,970.64,970.65
dear,970.63,970.66,R,3,970.65,970.66
luckily,970.66,970.73,L,1,970.66,970.73
[SIL],970.73,971.11,[SIL],1,970.73,971.11
luckily,971.11,971.17,L,1,971.11,971.17
[SIL],971.17,974.27,[SIL],1,971.17,974.27
luckily,974.27,974.9,L,1,974.27,974.43
luckily,974.27,974.9,AH,2,974.43,974.5
luckily,974.27,974.9,K,3,974.5,974.64
luckily,974.27,974.9,AH,4,974.64,974.66
luckily,974.27,974.9,L,5,974.66,974.77
luckily,974.27,974.9,IY,6,974.77,974.9
[SIL],974.9,975.18,[SIL],1,974.9,975.18
i've,975.18,975.54,AY,1,975.18,975.53
i've,975.18,975.54,V,2,975.53,975.54
[SIL],975.54,975.6,[SIL],1,975.54,975.6
got,975.6,975.67,G,1,975.6,975.65
got,975.6,975.67,AA,2,975.65,975.66
got,975.6,975.67,T,3,975.66,975.67
a,975.67,975.86,AH,1,975.67,975.86
spare,975.86,976.11,S,1,975.86,976.11
[SIL],976.11,976.16,[SIL],1,976.11,976.16
spare,976.16,976.58,P,1,976.16,976.23
spare,976.16,976.58,EH,2,976.23,976.57
spare,976.16,976.58,R,3,976.57,976.58
can,976.58,976.59,K,1,976.58,976.59
[SIL],976.59,976.72,[SIL],1,976.59,976.72
can,976.72,977.05,K,1,976.72,976.82
can,976.72,977.05,AE,2,976.82,976.98
can,976.72,977.05,N,3,976.98,977.05
of,977.05,977.12,AH,1,977.05,977.11
of,977.05,977.12,V,2,977.11,977.12
oil,977.12,977.18,OY,1,977.12,977.13
oil,977.12,977.18,L,2,977.13,977.18
well,977.18,977.58,W,1,977.18,977.19
well,977.18,977.58,EH,2,977.19,977.2
well,977.18,977.58,L,3,977.2,977.58
[SIL],977.58,977.83,[SIL],1,977.58,977.83
well,977.83,977.85,L,1,977.83,977.85
[SIL],977.85,978.07,[SIL],1,977.85,978.07
well,978.07,978.08,L,1,978.07,978.08
[SIL],978.08,978.12,[SIL],1,978.08,978.12
done,978.12,978.14,D,1,978.12,978.14
[SIL],978.14,978.2,[SIL],1,978.14,978.2
done,978.2,978.54,D,1,978.2,978.29
done,978.2,978.54,AH,2,978.29,978.42
done,978.2,978.54,N,3,978.42,978.54
daddy,978.54,978.93,D,1,978.54,978.64
daddy,978.54,978.93,AE,2,978.64,978.75
daddy,978.54,978.93,D,3,978.75,978.82
daddy,978.54,978.93,IY,4,978.82,978.93
pig,978.93,979.46,P,1,978.93,979.04
pig,978.93,979.46,IH,2,979.04,979.23
pig,978.93,979.46,G,3,979.23,979.46
[SIL],979.46,980.05,[SIL],1,979.46,980.05
we,980.05,980.29,W,1,980.05,980.18
we,980.05,980.29,IY,2,980.18,980.29
simply,980.29,980.64,S,1,980.29,980.46
simply,980.29,980.64,IH,2,980.46,980.56
simply,980.29,980.64,M,3,980.56,980.58
simply,980.29,980.64,P,4,980.58,980.59
simply,980.29,980.64,L,5,980.59,980.64
[SIL],980.64,980.69,[SIL],1,980.64,980.69
simply,980.69,980.91,L,1,980.69,980.8
simply,980.69,980.91,IY,2,980.8,980.91
[SIL],980.91,981.1,[SIL],1,980.91,981.1
pour,981.1,981.29,P,1,981.1,981.11
pour,981.1,981.29,AO,2,981.11,981.28
pour,981.1,981.29,R,3,981.28,981.29
the,981.29,981.31,DH,1,981.29,981.3
the,981.29,981.31,AH,2,981.3,981.31
oil,981.31,982.0,OY,1,981.31,981.32
oil,981.31,982.0,L,2,981.32,982.0
into,982.0,982.31,IH,1,982.0,982.08
into,982.0,982.31,N,2,982.08,982.16
into,982.0,982.31,T,3,982.16,982.25
into,982.0,982.31,UW,4,982.25,982.31
the,982.31,982.51,DH,1,982.31,982.35
the,982.31,982.51,AH,2,982.35,982.51
[SIL],982.51,982.55,[SIL],1,982.51,982.55
the,982.55,982.57,AH,1,982.55,982.57
engine,982.57,982.63,EH,1,982.57,982.58
engine,982.57,982.63,N,2,982.58,982.63
[SIL],982.63,982.78,[SIL],1,982.63,982.78
engine,982.78,983.04,JH,1,982.78,982.79
engine,982.78,983.04,AH,2,982.79,982.86
engine,982.78,983.04,N,3,982.86,983.04
[SIL],983.04,983.09,[SIL],1,983.04,983.09
engine,983.09,983.12,N,1,983.09,983.12
[SIL],983.12,983.26,[SIL],1,983.12,983.26
engine,983.26,983.29,N,1,983.26,983.29
and,983.29,983.67,AH,1,983.29,983.49
and,983.29,983.67,N,2,983.49,983.62
and,983.29,983.67,D,3,983.62,983.67
[SIL],983.67,984.23,[SIL],1,983.67,984.23
oh,984.23,984.37,OW,1,984.23,984.37
[SIL],984.37,984.43,[SIL],1,984.37,984.43
oh,984.43,984.44,OW,1,984.43,984.44
[SIL],984.44,984.78,[SIL],1,984.44,984.78
what's,984.78,985.06,W,1,984.78,984.86
